P1 - Algoritmos e Programação I
P1 - Arquitetura e Organização de Computadores I
P1 - Desenvolvimento Front-end
P1 - Inglês Instrumental
P1 - Leitura e Prática de Produção Textual
P2 - Pré-Cálculo
P2 - Gestão de Processos Empresariais
P2 - Lógica Matemática
P2 - Arquitetura e Organização de Computadores II
P2 - Banco de Dados I
P2 - Algoritmos e Programação II
P3 - Cálculo Diferencial e Integral
P3 - Metodologia Científica e da Pesquisa
P3 - Sociedade e Tecnologia
P3 - Estruturas de Dados
P3 - Tópicos em Programação I
P3 - Banco de Dados II
P3 - Empreendedorismo e Arquitetura Empresarial
P4 - Projeto Integrador I
P4 - Fundamentos de Sistemas de Informação
P4 - Engenharia de Requisitos
P4 - Engenharia de Software I
P4 - Tópicos em Programação II
P4 - Sistemas Operacionais
P4 - Aspectos Teóricos de Computação
P5 - Projeto Integrador II
P5 - Gestão Estratégica da Informação
P5 - Otimização para Sistemas
P5 - Engenharia de Software II
P5 - Computação Orientada a Serviços
P5 - Redes de Computadores I
P5 - Tópicos em Programação III
P6 - Estágio Supervisionado
P6 - Interface Humano- Computador
P6 - Governança de TI
P6 - Engenharia de Qualidade
P6 - Estatística Computacional
P6 - Inteligência Artificial
P6 - Redes de Computadores II
P6 - Programação para Dispositivos Móveis I
P7 - Elaboração e Gestão de Projetos
P7 - Sistemas Distribuídos
P7 - Mineração de dados
P7 - Optativa I
P7 - Programação para Dispositivos Móveis II
P7 - Projeto de Conclusão de Curso
P8 - Segurança e Auditoria de Sistemas
P8 - Direito e Legislação em Informática
P8 - Simulação de Sistemas de Informação
P8 - Infraestrutura de Redes como Serviços
P8 - Optativa II
P8 - Trabalho de Conclusão de Curso
